ID	Names	InChIKey
77474	(9Z,12Z,15Z)-1-octadecatrienol|(9Z,12Z,15Z)-9,12,15-Octadecatrien-1-ol|(9Z,12Z,15Z)-octadeca-9,12,15-trien-1-ol|(9Z,12Z,15Z)-octadecatrien-1-ol|(9Z,12Z,15Z)-octadecatrienyl alcohol|Linolenyl alcohol	IKYKEVDKGZYRMQ-PDBXOOCHSA-N
77475	1-(9cis,12cis,15cis)-octadecatrienylglycerone 3-phosphate(2-)|1-O-(9Z,12Z,15Z)-octadecatrienyl-DHAP(2-)|1-O-(9Z,12Z,15Z)-octadecatrienylglycerone 3-phosphate|3-[(9Z,12Z,15Z)-octadeca-9,12,15-trien-1-yloxy]-2-oxopropyl phosphate	XPPNSIXWMCDITM-UHFFFAOYSA-N
77492	1-(9Z)-octadecenoyl-DHAP(2-)|1-(9Z)-octadecenoylglycerone 3-phosphate|1-(9Z)-octadecenoylglycerone 3-phosphate(2-)|3-[(9Z)-octadec-9-enoyloxy]-2-oxopropyl phosphate	YZKFNNQAEBNCEN-UHFFFAOYSA-N
77493	1-(9Z,12Z)-octadecadienoyl-DHAP(2-)|1-(9Z,12Z)-octadecadienoylglycerone 3-phosphate|1-(9Z,12Z)-octadecadienoylglycerone 3-phosphate(2-)|3-[(9Z,12Z)-octadeca-9,12-dienoyloxy]-2-oxopropyl phosphate	AHOBMSZBVSJMAH-UHFFFAOYSA-N
77494	1-(5Z,8Z,11Z,14Z)-icosatetraenoylglycerone 3-phosphate(2-)|1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-glycerone 3-phosphate|1-arachidonoyl-DHAP(2-)|3-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyloxy]-2-oxopropyl phosphate	CVBWKWVHFOVIMT-UHFFFAOYSA-N
77537	(9E)-octadecenoyl-CoA|(9E)-octadecenoyl-coenzyme(4-)|3'-phosphonatoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-({3-[(2-{[(9E)-octadec-9-enoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-4-oxobutyl] diphosphate}|elaidoyl-CoA|elaidoyl-coenzyme A|trans-9-octadecenoyl-coenzyme A(4-)	XDUHQPOXLUAVEE-LFZQUHGESA-N
77545	(2E)-pentadecenoyl-CoA|(E)-2-pentadecenoyl-CoA(4-)|(E)-pentadec-2-enoyl-CoA(4-)|trans-pentadec-2-enoyl-CoA(4-)	BUFWYEICGKLDLP-VTINEICCSA-N
77547	3'-phosphonatoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-({2-[(undecanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}butyl] diphosphate}|undecanoyl-CoA|undecanoyl-coenzyme A(4-)	IZWCGXGZGYKDHR-GRBGHKMPSA-N
77548	(E)-2-undecenoyl-CoA(4-)|(E)-2-undecenoyl-coenzyme A(4-)|2-trans-undecenoyl-CoA|2E-undecenoyl-CoA|3'-phosphonatoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-{[(2E)-undec-2-enoyl]sulfanyl}ethyl)amino]propyl}amino)butyl] diphosphate}|trans-2-undecenoyl-CoA|trans-2-undecenoyl-coenzyme A(4-)	CAVMKINPGRCURL-GRBGHKMPSA-N
77549	(2E,9Z)-hexadecadienoyl-CoA|(2E,9Z)-hexadecadienoyl-coenzyme A(4-)|3'-phosphonatoadenosine 5'-{3-[(3R)-4-({3-[(2-{[(2E,9Z)-hexadeca-2,9-dienoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-3-hydroxy-2,2-dimethyl-4-oxobutyl] diphosphate}	BEQWCBBSKHMRCA-BBECNAHFSA-N
77551	(E)-2-heptadecenoyl-CoA(4-)|(E)-2-heptadecenoyl-coenzyme A(4-)|3'-phosphonatoadenosine 5'-{3-[(3R)-4-({3-[(2-{[(2E)-heptadec-2-enoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-3-hydroxy-2,2-dimethyl-4-oxobutyl] diphosphate}|trans-2-heptadecenoyl-CoA|trans-2-heptadecenoyl-coenzyme A(4-)	YDHQUKOTPYJJSE-DUPKZGIXSA-N
77552	(2E,9E)-octadecadienoyl coenzyme A(4-)|(2E,9E)-octadecadienoyl-CoA|3'-phosphonatoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-({3-[(2-{[(2E,9E)-octadeca-2,9-dienoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-4-oxobutyl] diphosphate}	REOYMONHGHULEY-LFZQUHGESA-N
77553	(2E,9Z)-octadecadienoyl-CoA|(2E,9Z)-octadecadienoyl-coenzyme A(4-)|3'-phosphonatoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-({3-[(2-{[(2E,9Z)-octadeca-2,9-dienoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-4-oxobutyl] diphosphate}	REOYMONHGHULEY-LFZQUHGESA-N
77558	(2E,9Z,12Z)-octadecatrienoyl-CoA|(2E,9Z,12Z)-octadecatrienoyl-coenzyme A(4-)|3'-phosphonatoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-({3-[(2-{[(2E,9Z,12Z)-octadeca-2,9,12-trienoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-4-oxobutyl] diphosphate}	XNZJYLZAYIJRPB-LFZQUHGESA-N
77559	(2E,4Z,7Z,10Z,13Z,16Z,19Z)-docosaheptaenoyl-CoA|(2E,4Z,7Z,10Z,13Z,16Z,19Z)-docosaheptaenoyl-coenzyme A(4-)|3'-phosphonatoadenosine 5'-{3-[(3R)-4-({3-[(2-{[(2E,4Z,7Z,10Z,13Z,16Z,19Z)-docosa-2,4,7,10,13,16,19-heptaenoyl]sulfanyl}ethyl)amino]-3-hydroxy-3-oxopropyl}amino)-2,2-dimethyl-4-oxobutyl] diphosphate}	HTSMCTDWAPSBNO-GNSUAQHMSA-N
77580	(2R)-3-(hexadecyloxy)-2-hydroxypropyl phosphate|1-O-hexadecyl-sn-glycero-3-phosphate|1-O-hexadecyl-sn-glycerol 3-phosphate(2-)	XLVRFPVHQPHXAA-LJQANCHMSA-N
77587	(2S)-2-acetamido-4-aminobutanoate|(2S)-2-acetamido-4-aminobutyric acid zwitterion|(2S)-2-acetamido-4-ammoniobutanoate|(2S)-2-acetamido-4-azaniumylbutanoate|(S)-2-acetamido-4-aminobutanoic acid zwitterion|Nalpha-acetyl-L-2,4-diaminobutanoic acid zwitterion	SUUKRBBXVBJLSS-YFKPBYRVSA-N
77589	monoacyl-sn-glycero-3-phosphate	
77593	(2R)-3-hydroxy-2-[(9Z)-octadec-9-enoyloxy]propyl phosphate|2-(9Z)-octadecenoyl-sn-glycero-3-phosphate(2-)|2-(9Z-octadecenoyl)-sn-glycero-3-phosphate|LPA 0:0/18:1(omega-9)(2-)	ZOOLJLSXNRZLDH-HXUWFJFHSA-N
776	16 alpha OHE|16alpha-Hydroxyestrone|16alpha-OHE|16alpha-OHE1|16alpha-hydroxyestrone|3,16alpha-Dihydroxyestra-1,3,5(10)-trien-17-one|3,16alpha-dihydroxy-1,3,5(10)-estratrien-17-one|3,16alpha-dihydroxyestra-1,3,5(10)-trien-17-one|estra-1,3,5(10)-triene-3,16alpha-diol-17-one	WPOCIZJTELRQMF-QFXBJFAPSA-N
77612	(2Z)-2-ammonio-3-[(1Z)-3-oxoprop-1-en-1-yl]but-2-enedioate|(2Z)-2-azaniumyl-3-[(1Z)-3-oxoprop-1-en-1-yl]but-2-enedioate|(2Z,4Z)-2-amino-3-carboxymuconate 6-semialdehyde	KACPVQQHDVBVFC-UHFFFAOYSA-N
77617	12-hydroxy-11,16-dioxosenecionan-4-ium|senecionine|senecionine cation	HKODIGSRFALUTA-JTLQZVBZSA-N
77618	(2beta,7beta,17R,20beta,21alpha)-17,21-dihydroxy-2,7,19,20-tetrahydro-7,17-cyclosarpagan-4-ium|norajmaline	HIOAYNMZFIHQNS-LKISAEQGSA-N
77619	1,3-di(hexadecanoyloxy)-2-propanol|1,3-dihexadecanoylglycerol|1,3-dipalmitin|2-Hydroxypropane-1,3-diyl dipalmitate|2-hydroxypropane-1,3-diyl dihexadecanoate|DAG(16:0/0:0/16:0)|DAG(32:0)|DG(16:0/0:0/16:0)|DG(32:0)|Diacylglycerol(16:0/0:0/16:0)|Diacylglycerol(32:0)|Glyceryl 1,3-dipalmitate	GFAZGHREJPXDMH-UHFFFAOYSA-N
77620	5-hydroxy-6-methylpyridine-3,4-dicarboxylate|6-methyl-5-oxidopyridinium-3,4-dicarboxylate	LVJJEIJOKPHQOU-UHFFFAOYSA-N
77621	2',3,4,4',6'-pentahydroxychalcone|2-[3-(3,4-dihydroxyphenyl)prop-2-enoyl]-3,5-dihydroxyphenolate	CRBYNQCDRNZCNX-UHFFFAOYSA-N
77622	2',3,4,4',6'-pentahydroxychalcone 4'-O-beta-D-glucoside|2-[3-(3,4-dihydroxyphenyl)prop-2-enoyl]-5-(beta-D-glucopyranosyloxy)-3-hydroxyphenolate	GZTXEEPKLNRIEL-QNDFHXLGSA-N
77623	1-(hexadecanyloxy)-3-(octadecanoyloxy)propan-2-yl (9Z)-octadec-9-enoate|1-(palmitoyloxy)-3-(stearoyloxy)propan-2-yl (9Z)-octadec-9-enoate|1-Hexadecanoyl-2-(9Z-octadecenoyl)-3-octadecanoylglycerol|1-Palmitoyl-2-oleoyl-3-stearoylglycerol|1-hexadecanoyl-2-(9Z)-octadecenoyl-3-octadecanoyl-sn-glycerol|Glycerol 1-octadecanoate 2-(9Z-octadecenoate) 3-hexadecanoate|TAG(52:1)|TG(16:0/18:1(9Z)/18:0)|TG(16:0/18:1/18:0)|TG(52:1)|Triacylglycerol(16:0/18:1/18:0)|Triacylglycerol(52:1)	QXPXMOHHFYONAC-FEKLXSIDSA-N
77624	(2R)-2-hydroxy-3-(palmitoyloxy)propyl stearate|(2R)-3-(hexadecanoyloxy)2-hydroxypropyl octadecanoate|1-hexadecanoyl-3-octadecanoyl-sn-glycerol|DAG(16:0/0:0/18:0)|DAG(34:0)|DG(16:0/0:0/18:0)|DG(34:0)|Diacylglycerol(16:0/0:0/18:0)|Diacylglycerol(34:0)	BFTGWUUHOMAGPO-PGUFJCEWSA-N
77631	3,4,5,6-tetrahydropyridinium-2-carboxylate|Delta(1)-piperideine-2-carboxylate	CSDPVAKVEWETFG-UHFFFAOYSA-N
77633	(2S)-2-ammonio-4-{4-[(1Z)-2-({(3S)-1-[(R)-carboxylato(4-hydroxyphenyl)methyl]-2-oxoazetidin-3-yl}amino)-N-oxido-2-oxoethanimidoyl]phenoxy}butanoate|isonocardicin A	CTNZOGJNVIFEBA-JENIJYKNSA-N
77634	(2E,4Z)-2-ammonio-6-oxohexa-2,4-dienoate|(2E,4Z)-2-azaniumyl-6-oxohexa-2,4-dienoate|2-aminomuconate 6-semialdehyde	IZBQCPKKCVTOTK-UHFFFAOYSA-N
77636	a fatty acyl-CoA|fatty acyl-coenzyme A(4-)	
77638	5-hydroxy-3-oxocyclohex-1-en-1-olate|dihydrophloroglucinol	ACRUCDPQQCIOID-UHFFFAOYSA-N
77639	3-hydroxy-2-[4-hydroxy-2-methoxy-6-(methoxycarbonyl)benzoyl]-5-methylphenolate|sulochrin	YJRLSCDUYLRBIZ-UHFFFAOYSA-N
77640	7-O-(beta-D-apiofuranosyl-1,2-beta-D-glucosyl)-5,7,4'-trihydroxyflavone	NTDLXWMIWOECHG-YRCFQSNFSA-N
77642	2'-O-methyllicodione|4-[3-(4-hydroxy-2-methoxyphenyl)-3-oxopropanoyl]phenolate	AYEXWOVTMNUXLA-UHFFFAOYSA-N
77643	(1R,1'R,3R,3'R,4S,4'S)-4,4',7,9,9',10-hexahydroxy-1,1',3,3'-tetramethyl-5',10'-dioxo-3,3',4,4',5',10'-hexahydro-1H,1'H-5,6'-bibenzo[g]isochromen-7'-olate|protoaphin aglucone	ZCDIOIKTOLCYCO-VXLOGSMRSA-N
77644	5-L-glutamyl amino acid	
77645	2',4,4',6'-tetrahydroxychalcone|3,5-dihydroxy-2-[(2E)-3-(4-hydroxyphenyl)prop-2-enoyl]phenolate	YQHMWTPYORBCMF-UHFFFAOYSA-N
77647	2,3',4,6-tetrahydroxybenzophenone|3,5-dihydroxy-2-(3-hydroxybenzoyl)phenolate	QWRYPHZJTWQLFX-UHFFFAOYSA-N
77657	5-amino-1-(5-O-phosphonato-beta-D-ribofuranosyl)-1H-imidazol-3-ium-4-carboxylate|5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	XFVULMDJZXYMSG-ZIYNGMLESA-N
77658	(2R)-2-azaniumyl-4-{4-[(1Z)-2-({(3S)-1-[(R)-carboxylato(4-hydroxyphenyl)methyl]-2-oxoazetidin-3-yl}amino)-N-oxido-2-oxoethanimidoyl]phenoxy}butanoate|nocardicin A	CTNZOGJNVIFEBA-ZIFCJYIRSA-N
77659	4,5-dihydroxy-7-methyl-9,10-dioxo-9,10-dihydroanthracen-2-olate|emodin	RHMXXJGYXNZAPX-UHFFFAOYSA-N
77660	4-hydroxy-5-oxido-1H-pyrrolo[2,3-f]quinoline-2,7,9-tricarboxylate|pyrroloquinoline quinol	QZMUBZJJJKIXKV-UHFFFAOYSA-N
77662	(2S)-2-ammonio-3-oxopropanoate|(2S)-2-azaniumyl-3-oxopropanoate|2-aminomalonate semialdehyde	XMTCKNXTTXDPJX-REOHCLBHSA-N
77663	3,6-diisobutylpyrazine-2,5-diolate 1,4-dioxide|pulcherriminic acid|pulcherriminic acid(2-)	UTCZIVYBWSBCEV-UHFFFAOYSA-M
77670	3-{(2Z,3S,4S)-5-[(4-ethenyl-3-methyl-5-oxo-2,5-dihydro-1H-pyrrol-2-yl)methyl]-2-[(5R)-2-[(3-ethyl-5-formyl-4-methyl-1H-pyrrol-2-yl)methyl]-5-(methoxycarbonyl)-3-methyl-4-oxo-4,5-dihydrocyclopenta[b]pyrrol-6(1H)-ylidene]-4-methyl-3,4-dihydro-2H-pyrrol-3-yl}propanoate|primary fluorescent chlorophyll catabolite	IWWKJDNWAPGSET-BDCODIICSA-N
77671	2-(3,4-dihydroxyphenyl)-7-(beta-D-glucopyranuronosyloxy)-4-oxo-4H-chromen-5-olate|luteolin 7-O-beta-D-glucuronide	VSUOKLTVXQRUSG-ZFORQUDYSA-N
77674	(1S,4S,5R)-N-[(2-amino-4-oxo-4,7-dihydro-1H-pyrrolo[2,3-d]pyrimidin-5-yl)methyl]-4,5-dihydroxycyclopent-2-en-1-aminium|queuine	WYROLENTHWJFLR-ACLDMZEESA-N
77676	(2R)-2-acetoxy-3-(hexadecyloxy)propyl (9Z,12Z)-octadeca-9,12-dienoate|1-O-hexadecyl-2-acetyl-3-(9Z,12Z)-octadecadienoyl-sn-glycerol|1-hexadecyl-2-acetyl-3-linoleoyl-sn-glycerol	VZIVVVUWMAYTQX-LTIPFYSGSA-N
77677	(2R)-2-acetoxy-3-(hexadecyloxy)propyl octadecanoate|(2R)-2-acetoxy-3-(hexadecyloxy)propyl stearate|1-O-hexadecyl-2-acetyl-3-octadecanoyl-sn-glycerol|1-hexadecyl-2-acetyl-3-octadecanoyl-sn-glycerol	FDYFIYWWDYCAEH-KXQOOQHDSA-N
77678	(2R)-2-acetoxy-3-(hexadecyloxy)propyl myristate|(2R)-2-acetoxy-3-(hexadecyloxy)propyl tetradecanoate|1-O-hexadecyl-2-acetyl-3-tetradecanoyl-sn-glycerol|1-hexadecyl-2-acetyl-3-tetradecanoyl-sn-glycerol	NJPLVGBNOUFNTO-UUWRZZSWSA-N
77679	(2R)-2-acetoxy-3-(hexadecyloxy)propyl decanoate|1-O-hexadecyl-2-acetyl-3-decanoyl-sn-glycerol|1-palmityl-2-acetyl-3-capryl-sn-glycerol	FMCXDQKXLGNLBF-SSEXGKCCSA-N
77680	(2R)-2-acetoxy-3-(hexadecyloxy)propyl hexadecanoate|(2R)-2-acetoxy-3-(hexadecyloxy)propyl palmitate|1-O-hexadecyl-2-acetyl-3-hexadecanoyl-sn-glycerol|1-hexadecyl-2-acetyl-3-hexadecanoyl-sn-glycerol	AHYRTHPOYQENFP-PSXMRANNSA-N
77681	(2R)-2-acetoxy-3-(hexadecyloxy)propyl dodecanoate|(2R)-2-acetoxy-3-(hexadecyloxy)propyl laurate|1-O-hexadecyl-2-acetyl-3-dodecanoyl-sn-glycerol|1-hexadecyl-2-acetyl-3-dodecanoyl-sn-glycerol	AFPSUMOSKZMZGD-JGCGQSQUSA-N
77682	(2R)-2-acetoxy-3-(hexadecyloxy)propyl octanoate|1-O-hexadecyl-2-acetyl-3-octanoyl-sn-glycerol|1-hexadecyl-2-acetyl-3-octanoyl-sn-glycerol	SBFWLWZYSNLQGC-MUUNZHRXSA-N
77683	(2R)-2,3-bis[(9Z)-octadec-9-enoyloxy]propyl (9Z,12Z)-octadeca-9,12-dienoate|1,2-di-(9Z)-octadecenoyl-3-(9Z,12Z)-octadecadienoyl-sn-glycerol|1-Oleoyl-2-oleoyl-3-linoleoyl-glycerol|TAG(18:1/18:1/18:2)|TAG(18:1n9/18:1n9/18:2n6)|TAG(18:1omega9/18:1omega9/18:2omega6)|TAG(54:4)|TG(18:1(9Z)/18:1(9Z)/18:2(9Z,12Z))|TG(18:1/18:1/18:2)|TG(18:1n9/18:1n9/18:2n6)|TG(18:1omega9/18:1omega9/18:2omega6)|TG(54:4)|Tracylglycerol(54:4)|Triacylglycerol(18:1/18:1/18:2)|Triacylglycerol(18:1n9/18:1n9/18:2n6)|Triacylglycerol(18:1omega9/18:1omega9/18:2omega6)	JTMWOTXEVWLTTO-YKZMILTLSA-N
77684	1,2-di-(9Z)-octadecenoyl-3-tetradecanoyl-sn-glycerol|3-(tetradecanoyloxy)propane-1,2-diyl (9Z,9'Z)bis-octadec-9-enoate	AFLXUGKIZQFJJI-OQPNEMOVSA-N
77685	1,2-di-(9Z)-octadecenoyl-3-dodecanoyl-sn-glycerol|3-(dodecanoyloxy)propane-1,2-diyl (9Z,9'Z)bis-octadec-9-enoate	SJWUGKDDADDDHD-ZITMFCPVSA-N
77686	1,2-di-(9Z)-octadecenoyl-3-octadecanoyl-sn-glycerol|3-(octadecanoyloxy)propane-1,2-diyl (9Z,9'Z)bis-octadec-9-enoate|3-(stearoyloxy)propane-1,2-diyl (9Z,9'Z)bis-octadec-9-enoate	RYNHWWNZNIGDAQ-WNMJAFDRSA-N
77687	2'-hydroxyformononetin|3-(2-hydroxy-4-methoxyphenyl)-4-oxo-4H-chromen-7-olate	XKHHKXCBFHUOHM-UHFFFAOYSA-N
77688	3-(4-methoxyphenyl)-4-oxo-4H-chromen-7-olate|formononetin	HKQYGTCOTHHOMP-UHFFFAOYSA-N
77689	(2S)-2-azaniumyl-3-(3-hydroxy-4-oxopyridin-1(4H)-yl)propanoate|L-mimosine	WZNJWVWKTVETCG-YFKPBYRVSA-N
77690	3-Mercapto-1-hexanol|3-Mercaptohexan-1-ol|3-Sulfanyl-1-hexanol|3-Sulphanylhexan-1-ol|3-sulfanyl-1-hexanol|3-sulfanylhexan-1-ol	TYZFMFVWHZKYSE-UHFFFAOYSA-N
77694	(2R)-2-(hexadecanoyloxy)-3-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyloxy]propyl 2-(trimethylazaniumyl)ethyl phosphate|1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine|1-(5Z,8Z,11Z,14Z-icosatetraenoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine|GPCho(20:4/16:0)|GPCho(20:4n6/16:0)|GPCho(20:4omega6/16:0)|GPCho(36:4)|PC(20:4(5Z,8Z,11Z,14Z)/16:0)|PC(20:4/16:0)|PC(20:4n6/16:0)|PC(20:4omega6/16:0)|PC(36:4)|Phosphatidylcholine(20:4/16:0)|Phosphatidylcholine(20:4n6/16:0)|Phosphatidylcholine(20:4omega6/16:0)|Phosphatidylcholine(36:4)	PUDHBQQGURLBGJ-HUESYALOSA-O
77695	(2R)-2-(hexadecyloxy)-3-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyloxy]propyl 2-(trimethylazaniumyl)ethyl phosphate|1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-2-O-hexadecyl-sn-glycero-3-phosphocholine|1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-2-hexadecyl-sn-glycero-3-phosphocholine|1-(5Z,8Z,11Z,14Z-icosatetraenoyl)-2-hexadecyl-sn-glycero-3-phosphocholine|1-arachidonyl-2-O-palmityl-sn-glycero-3-phosphocholine	DPKNRBFBYHMBIU-VZUYHUTRSA-O
77696	(2R)-2-(hexadecyloxy)-3-hydroxypropyl 2-(trimethylazaniumyl)ethyl phosphate|2-O-hexadecyl-sn-glycero-3-phosphocholine|2-O-palmityl-sn-glycero-3-phosphocholine|2-palmityl-sn-glycero-3-phosphocholine	RKKJZVVEVRCBJA-XMMPIXPASA-O
77699	HCO2CH3|HCOOCH3|Methylformiat|R-611|formiate de methyle|formic acid methyl ester|methanoic acid methyl ester|methyl formate|methyl methanoate	TZIHFWKZFHZASV-UHFFFAOYSA-N
77700	AcOMe|CH3CO2CH3|CH3COOCH3|Devoton|MeOAc|Methylacetat|Tereton|acetate de methyle|acetic acid methyl ester|methyl acetate|methyl ethanoate	KXKVLQRXCPHEJC-UHFFFAOYSA-N
77709	beta-D-Gal-(1->3)-beta-D-GalNAc-(1->4)-[alpha-Neu5Ac-(2->3)]-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer(1-)|ganglioside GM1 (d18:1(4E))	
77710	2-(3,4-dihydroxyphenyl)-3,7-dimethoxy-4-oxo-4H-chromen-5-olate|3',4',5-trihydroxy-3,7-dimethoxyflavone	LUJAXSNNYBCFEE-UHFFFAOYSA-N
77711	4-[3-(2,4-dihydroxyphenyl)-3-oxopropanoyl]phenolate|licodione	QIEKMEBGIJSGGB-UHFFFAOYSA-N
77712	(1R,3R,3aS,4aS,8R,10R,10aS,11aS)-4a,11a,14-trihydroxy-1,3,8,10-tetramethyl-6,13-dioxo-3,3a,5,6,8,10,10a,11a,12,13-decahydro-1H,4aH-2,4,9,11-tetraoxadibenzo[bc,kl]coronen-7-olate|xanthoaphin	HNUPXDLGAHSVEQ-YSPTYUJLSA-N
77722	7-(beta-D-glucopyranosyloxy)-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-5-olate|apigenin 7-O-beta-D-glucoside	KMOUJOKENFFTPU-QNDFHXLGSA-N
77724	(2R)-3-(decanoyloxy)-2-hydroxypropyl phosphate|1-capryl-sn-glycero-3-phosphate(2-)|1-decanoyl-sn-glycero-3-phosphate|LPA 10:0/0:0(2-)	CMQAWGIRCVKCMC-GFCCVEGCSA-N
77725	(2beta,7beta,16xi,17R,20beta,21alpha)-21-hydroxy-2,7,19,20-tetrahydro-7,17-cyclosarpagan-4-ium-17-yl acetate|17-O-acetylnorajmaline	VAOXSMUPPRUEKF-VFHMDEBLSA-N
77726	(2R)-3-(decanoyloxy)-2-hydroxypropyl 2-(trimethylazaniumyl)ethyl phosphate|1-Capryl-2-lysophosphatidylcholine|1-Capryl-L-alpha-phosphorylcholine|1-Decanoyl-sn-glycerol-3-phosphorylcholine|1-Decanoyllysolecithin|1-capryl-sn-glycero-3-phosphocholine|1-decanoyl-sn-glycero-3-phosphocholine|1-decanoyl-sn-glycero-3-phosphocholine betaine|LPC 10:0/0:0|LPC(10:0/0:0)|LyPC(10:0)|LyPC(10:0/0:0)|LysoPC(10:0)|LysoPC(10:0/0:0)|Lysophosphatidylcholine(10:0)|Lysophosphatidylcholine(10:0/0:0)|PC(10:0/0:0)	SECPDKKEUKDCPG-QGZVFWFLSA-O
77728	7-oxo-7H-furo[3,2-g]chromen-4-olate|bergaptol	GIJHDGJRTUSBJR-UHFFFAOYSA-N
77740	2'-O-phosphonatoadenosine|2'-adenylate(2-)|adenosine 2'-phosphate	QDFHPFSBQFLLSW-KQYNXXCUSA-N
77749	1-O-hexadecyl-2-(10-hydroperoxy-8E-octadecenoyl)-sn-glycero-3-phosphocholine|1-hexadecanoyl-2-(10-hydroperoxy-8E-octadecenoyl)-sn-glycero-3-phosphocholine	WDVMUQGXOAZRKX-DHPKCYQYSA-O
7775	3-(4-methoxyphenyl)-4-oxo-4H-chromen-7-yl beta-D-glucopyranoside|4'-methoxyisoflavone-7-O-beta-D-glucopyranoside|Formononetin 7-O-glucoside|Formononetin glucoside|Ononin|formononetin 7-O-beta-D-glucopyranoside|ononin	MGJLSBDCWOSMHL-MIUGBVLSSA-N
77753	(2R)-3-(hexadecanoyloxy)-2-{[(10E)-9-hydroperoxyoctadec-10-enoyl]oxy}propyl 2-(trimethylazaniumyl)ethyl phosphate|1-hexadecanoyl-2-(9-hydroperoxy-10E-octadecenoyl)-sn -glycero-3-phosphocholine|1-hexadecanoyl-2-[(10E)-9-hydroperoxyoctadecenoyl]-sn-glycero-3-phosphocholine|1-hexadecanoyl-2-[9-hydroperoxy-(10E-octadecenoyl)]-sn-glycero-3-phosphocholine	PZGLXPVJRAJRPD-DHPKCYQYSA-O
77754	(10E)-9-hydroperoxyoctadec-10-enoate|9-hydroperoxy-10E-octadecenoate|trans-9-hydroperoxyoctadec-10-enoate	DIKRZYGTMAMIKZ-UHFFFAOYSA-N
77755	(8E)-10-hydroperoxyoctadec-8-enoate|10-hydroperoxy-8E-octadecenoate|trans-10-hydroperoxyoctadec-8-enate	HTIQDCPWTUODDW-UHFFFAOYSA-N
77756	(9R)-2,2-dimethyl-6-oxido-11-oxo-9-[(palmitoyloxy)methyl]-5,7,10-trioxa-2-azonia-6-phosphapentadecan-15-oate 6-oxide|1-hexadecanoyl-2-glutaroyl-sn-glycero-3-phosphocholine	CDZVJFRXJAUXPP-AREMUKBSSA-O
77764	3-(4-hydroxyphenyl)-4-oxo-4H-chromen-7-olate|daidzein	ZQSIJRDFPHDXIC-UHFFFAOYSA-N
77765	2,4,6-trihydroxybenzophenone|2-benzoyl-3,5-dihydroxyphenolate	CPEXFJVZFNYXGU-UHFFFAOYSA-N
77766	2'-O-phosphonatocytidine|cytidine 2'-phosphate	YQUAKORMLHPSLZ-XVFCMESISA-N
77767	3,6-dichloro-2-hydroxyphenolate|3,6-dichlorocatechol	OLCABUKQCUOXNU-UHFFFAOYSA-N
77769	2-(3,4-dihydroxyphenyl)-6-hydroxy-3,7-dimethoxy-4-oxo-4H-chromen-5-olate|3',4',5,6-tetrahydroxy-3,7-dimethoxyflavone	NZMNQLIQHGJYOB-UHFFFAOYSA-N
77770	2-(3-hydroxy-4-methoxyphenyl)-3,7-dimethoxy-4-oxo-4H-1-benzopyran-5-olate|2-(3-hydroxy-4-methoxyphenyl)-3,7-dimethoxy-4-oxo-4H-chromen-5-olate|3',5-dihydroxy-3,4',7-trimethoxyflavone|3,7,4'-O-trimethylquercetin|3,7,4'-tri-O-methylquercetin-5-olate	KPCRYSMUMBNTCK-UHFFFAOYSA-N
77771	2-(3,4-dihydroxyphenyl)-3-{[beta-D-glucopyranosyl-(1->6)-[beta-D-xylopyranosyl-(1->2)]-beta-D-galactopyranosyl]oxy}-7-hydroxychromenium-5-olate|cyanidin 3-O-(6-O-glucosyl-2-O-xylosylgalactoside) betaine|cyanidin 3-O-(6-O-glucosyl-2-O-xylosylgalactoside) zwitterion	YZLUNNOXSWSADV-KMLVFDMGSA-N
